time_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
0.0000,0.7257,0.6549,0.2533,0.49,-1.96,2.03
0.0006,0.7252,0.6573,0.2572,0.56,-1.61,2.03
0.0013,0.7261,0.6525,0.2557,0.21,-2.31,2.17
0.0019,0.7286,0.6539,0.2499,0.49,-1.47,2.03
0.0026,0.7271,0.6549,0.2479,-0.14,-1.68,2.38
0.0032,0.7266,0.6505,0.2494,0.49,-1.61,1.89
0.0039,0.7271,0.6505,0.2508,0.14,-1.47,2.52
0.0045,0.7232,0.6515,0.2513,0.42,-2.03,1.68
0.0051,0.7247,0.6495,0.2518,0.00,-1.54,2.17
0.0058,0.7247,0.6486,0.2513,0.35,-1.68,1.75
0.0064,0.7203,0.6466,0.2489,0.21,-1.19,2.24
0.0071,0.7237,0.6476,0.2503,0.00,-1.40,2.03
0.0077,0.7271,0.6520,0.2547,0.42,-1.12,2.38
0.0083,0.7247,0.6520,0.2562,-0.07,-1.05,1.75
0.0090,0.7232,0.6481,0.2533,0.21,-1.26,2.03
0.0096,0.7252,0.6500,0.2547,-0.35,-1.40,1.89
0.0103,0.7213,0.6525,0.2547,0.00,-0.77,2.03
0.0109,0.7198,0.6495,0.2528,-0.35,-1.40,1.89
0.0116,0.7242,0.6481,0.2528,0.21,-0.63,2.03
0.0122,0.7227,0.6486,0.2542,-0.35,-1.26,2.03
0.0133,0.7183,0.6510,0.2484,-0.14,-0.35,1.96
0.0144,0.7198,0.6510,0.2489,-0.28,-0.98,1.89
0.0155,0.7203,0.6490,0.2513,-0.14,-0.91,1.68
0.0166,0.7188,0.6505,0.2479,-0.70,-0.42,1.96
0.0176,0.7164,0.6510,0.2528,-0.49,-0.35,1.89
0.0187,0.7178,0.6471,0.2562,-0.07,-0.49,2.03
0.0198,0.7164,0.6476,0.2523,-0.63,-0.35,1.96
0.0209,0.7100,0.6476,0.2508,-0.63,-0.35,2.10
0.0220,0.7105,0.6446,0.2469,-0.28,-0.42,1.47
0.0231,0.7081,0.6490,0.2528,-0.70,0.00,2.10
0.0242,0.7110,0.6486,0.2528,-0.70,0.14,2.24
0.0253,0.7105,0.6461,0.2499,-0.84,0.14,1.82
0.0264,0.7081,0.6451,0.2474,-0.91,0.21,2.10
0.0275,0.7115,0.6442,0.2484,-1.05,0.49,1.47
0.0286,0.7096,0.6461,0.2499,-0.98,0.35,2.45
0.0296,0.7037,0.6486,0.2494,-0.84,0.49,1.54
0.0307,0.7032,0.6437,0.2508,-1.19,0.42,2.38
0.0318,0.7037,0.6393,0.2513,-0.98,0.56,1.82
0.0329,0.7003,0.6412,0.2508,-1.05,0.63,1.89
0.0340,0.6998,0.6451,0.2484,-1.19,0.98,2.38
0.0340,0.7017,0.6446,0.2469,-1.33,0.84,1.75
0.0341,0.7042,0.6422,0.2484,-1.12,0.84,2.03
0.0341,0.7056,0.6398,0.2503,-1.33,1.19,1.82
0.0341,0.7076,0.6378,0.2508,-1.40,1.19,2.38
0.0342,0.7066,0.6388,0.2533,-1.26,1.19,1.82
0.0342,0.7052,0.6422,0.2528,-1.33,1.26,2.24
0.0342,0.7066,0.6437,0.2533,-1.47,1.61,1.75
0.0342,0.7061,0.6461,0.2562,-1.61,1.96,2.52
0.0343,0.7022,0.6451,0.2518,-1.61,1.05,1.47
0.0343,0.7047,0.6437,0.2542,-1.96,1.61,1.54
0.0343,0.7066,0.6407,0.2523,-1.82,1.47,2.31
0.0344,0.7047,0.6378,0.2542,-1.89,2.03,2.17
0.0344,0.7061,0.6364,0.2591,-1.89,2.03,2.38
0.0344,0.7066,0.6373,0.2567,-1.89,2.52,2.03
0.0345,0.7027,0.6412,0.2538,-2.03,2.10,2.52
0.0345,0.7013,0.6393,0.2557,-2.31,2.52,2.38
0.0345,0.7017,0.6364,0.2557,-2.10,2.03,2.24
0.0345,0.7027,0.6378,0.2542,-2.24,2.59,2.38
0.0346,0.7042,0.6349,0.2542,-2.17,2.24,2.31
0.0346,0.7066,0.6334,0.2567,-2.24,2.66,2.80
0.0351,0.7076,0.6344,0.2586,-2.38,2.66,2.03
0.0357,0.7047,0.6359,0.2567,-2.59,2.87,3.15
0.0362,0.7066,0.6407,0.2542,-2.24,2.80,2.03
0.0367,0.7091,0.6388,0.2528,-2.45,2.94,3.08
0.0372,0.7042,0.6359,0.2523,-2.66,3.01,2.10
0.0377,0.7027,0.6378,0.2533,-2.59,3.08,3.29
0.0383,0.7056,0.6373,0.2577,-2.94,3.29,2.59
0.0388,0.7100,0.6354,0.2601,-2.52,3.15,2.73
0.0393,0.7091,0.6344,0.2542,-3.15,3.43,2.87
0.0398,0.7056,0.6383,0.2508,-2.59,3.01,2.73
0.0403,0.7081,0.6373,0.2528,-3.15,3.64,3.15
0.0409,0.7091,0.6334,0.2547,-2.80,3.22,2.66
0.0414,0.7071,0.6334,0.2572,-3.29,3.78,3.36
0.0419,0.7042,0.6339,0.2567,-3.01,3.08,2.52
0.0424,0.7047,0.6339,0.2533,-3.01,3.64,3.43
0.0430,0.7071,0.6324,0.2538,-3.43,3.71,2.73
0.0435,0.7081,0.6320,0.2572,-3.08,3.64,3.92
0.0440,0.7086,0.6310,0.2586,-3.22,3.64,3.08
0.0445,0.7110,0.6315,0.2538,-3.15,3.36,3.85
0.0450,0.7110,0.6320,0.2538,-3.71,4.27,3.08
0.0462,0.7096,0.6315,0.2552,-3.01,3.43,3.64
0.0473,0.7100,0.6344,0.2538,-3.78,4.06,3.36
0.0484,0.7110,0.6334,0.2577,-3.01,3.99,3.78
0.0495,0.7149,0.6305,0.2601,-3.78,4.20,3.36
0.0507,0.7135,0.6320,0.2582,-3.36,3.92,4.20
0.0518,0.7105,0.6339,0.2533,-4.06,4.20,3.50
0.0529,0.7125,0.6324,0.2523,-3.15,4.13,4.34
0.0541,0.7169,0.6300,0.2582,-4.13,4.34,3.92
0.0552,0.7139,0.6305,0.2591,-3.50,4.27,4.62
0.0563,0.7120,0.6290,0.2572,-3.85,3.99,4.06
0.0574,0.7154,0.6310,0.2572,-3.78,4.06,4.34
0.0586,0.7139,0.6334,0.2533,-3.78,4.06,4.27
0.0597,0.7135,0.6320,0.2547,-3.85,3.92,4.27
0.0608,0.7144,0.6310,0.2577,-3.78,4.06,4.69
0.0620,0.7154,0.6310,0.2586,-4.13,4.13,4.13
0.0631,0.7159,0.6295,0.2552,-3.57,4.13,4.76
0.0642,0.7139,0.6324,0.2523,-4.41,4.27,4.76
0.0653,0.7125,0.6368,0.2567,-3.92,4.06,4.76
0.0665,0.7154,0.6354,0.2601,-4.27,3.92,4.48
0.0676,0.7164,0.6324,0.2616,-3.78,4.06,5.39
0.0682,0.7139,0.6310,0.2601,-4.34,4.27,4.55
0.0687,0.7149,0.6305,0.2582,-4.06,4.06,5.32
0.0693,0.7144,0.6334,0.2582,-4.13,3.92,4.83
0.0698,0.7144,0.6364,0.2591,-4.55,4.55,6.09
0.0704,0.7135,0.6324,0.2591,-4.20,3.92,4.69
0.0710,0.7135,0.6329,0.2601,-4.27,4.34,5.95
0.0715,0.7198,0.6334,0.2611,-4.34,4.13,5.67
0.0721,0.7154,0.6329,0.2601,-4.20,4.48,6.16
0.0727,0.7144,0.6334,0.2621,-4.41,3.57,5.39
0.0732,0.7174,0.6320,0.2630,-4.20,4.06,6.09
0.0738,0.7183,0.6329,0.2611,-4.62,3.64,5.81
0.0743,0.7159,0.6339,0.2621,-4.20,4.13,6.09
0.0749,0.7149,0.6334,0.2625,-4.48,4.20,6.16
0.0755,0.7169,0.6320,0.2601,-4.41,4.06,6.65
0.0760,0.7169,0.6329,0.2582,-4.48,3.92,6.02
0.0766,0.7188,0.6315,0.2577,-4.48,4.27,6.93
0.0772,0.7208,0.6334,0.2567,-4.48,3.78,6.23
0.0777,0.7203,0.6359,0.2562,-4.55,4.27,6.58
0.0783,0.7198,0.6334,0.2611,-4.62,3.22,6.30
0.0788,0.7193,0.6334,0.2645,-4.55,4.34,7.28
