time_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
0.0000,0.8774,0.4768,0.1864,2.94,-3.22,-4.34
0.0011,0.8784,0.4753,0.1893,3.50,-4.13,-4.06
0.0022,0.8808,0.4729,0.1908,3.01,-3.50,-4.13
0.0034,0.8833,0.4734,0.1879,3.50,-3.92,-4.34
0.0045,0.8867,0.4768,0.1889,3.01,-3.36,-3.92
0.0056,0.8857,0.4743,0.1928,3.43,-4.06,-4.06
0.0067,0.8818,0.4719,0.1893,3.29,-3.71,-3.92
0.0078,0.8813,0.4738,0.1884,3.36,-4.20,-4.20
0.0089,0.8838,0.4758,0.1879,3.01,-3.64,-3.71
0.0101,0.8838,0.4763,0.1859,3.15,-3.64,-3.71
0.0112,0.8847,0.4758,0.1884,3.22,-3.99,-4.06
0.0123,0.8862,0.4758,0.1889,2.94,-3.57,-3.64
0.0134,0.8886,0.4773,0.1869,3.36,-4.27,-3.78
0.0145,0.8896,0.4753,0.1850,3.15,-3.71,-3.57
0.0156,0.8877,0.4778,0.1850,3.08,-3.99,-3.64
0.0168,0.8891,0.4812,0.1854,2.94,-3.43,-3.36
0.0179,0.8930,0.4792,0.1874,3.08,-4.20,-3.57
0.0190,0.8906,0.4812,0.1869,3.01,-3.22,-3.36
0.0201,0.8877,0.4817,0.1835,3.08,-4.27,-3.57
0.0212,0.8896,0.4812,0.1840,3.22,-3.71,-3.22
0.0213,0.8930,0.4846,0.1879,3.22,-4.41,-3.57
0.0214,0.8906,0.4870,0.1869,2.80,-3.57,-2.94
0.0215,0.8901,0.4870,0.1869,3.29,-4.27,-3.78
0.0215,0.8930,0.4831,0.1898,2.87,-3.85,-2.94
0.0216,0.8945,0.4802,0.1903,3.08,-4.20,-3.22
0.0217,0.8945,0.4817,0.1874,3.15,-3.78,-3.01
0.0218,0.8896,0.4831,0.1854,3.08,-4.20,-3.08
0.0219,0.8911,0.4856,0.1874,3.15,-4.06,-2.73
0.0219,0.8960,0.4875,0.1879,2.94,-3.85,-2.87
0.0220,0.8950,0.4860,0.1854,3.29,-3.99,-2.66
0.0221,0.8935,0.4870,0.1820,2.87,-3.64,-2.52
0.0222,0.8960,0.4909,0.1893,3.43,-4.48,-2.73
0.0223,0.8926,0.4948,0.1879,3.57,-4.34,-2.45
0.0224,0.8950,0.4953,0.1859,2.87,-4.27,-2.59
0.0224,0.8979,0.4953,0.1830,3.29,-4.20,-2.66
0.0225,0.8969,0.4939,0.1830,2.94,-4.41,-2.38
0.0226,0.8950,0.4914,0.1869,3.43,-4.20,-2.59
0.0227,0.8945,0.4890,0.1893,2.94,-4.20,-2.31
0.0228,0.8960,0.4900,0.1864,3.15,-4.06,-2.38
0.0228,0.8955,0.4934,0.1850,3.50,-4.27,-2.17
0.0244,0.8955,0.4948,0.1908,3.15,-4.48,-2.59
0.0260,0.8974,0.4943,0.1889,3.50,-4.27,-2.24
0.0276,0.8989,0.4943,0.1825,3.15,-4.27,-2.45
0.0291,0.8969,0.4963,0.1835,3.57,-4.13,-1.82
0.0307,0.8974,0.4973,0.1874,3.22,-4.48,-2.52
0.0323,0.9013,0.4968,0.1864,3.29,-4.27,-1.82
0.0339,0.9013,0.4997,0.1840,3.08,-4.48,-2.66
0.0354,0.8979,0.4997,0.1869,3.50,-4.76,-2.10
0.0370,0.8945,0.4982,0.1864,3.01,-4.41,-2.38
0.0386,0.8935,0.4987,0.1884,3.78,-4.27,-1.96
0.0402,0.8974,0.4987,0.1932,3.01,-4.97,-2.87
0.0417,0.8989,0.5012,0.1908,3.71,-3.71,-1.47
0.0433,0.8950,0.4992,0.1854,3.29,-5.25,-3.36
0.0449,0.8945,0.4973,0.1854,3.57,-3.64,-1.26
0.0464,0.8960,0.5012,0.1869,3.22,-5.04,-3.57
0.0480,0.8960,0.5002,0.1879,3.57,-4.41,-1.33
0.0496,0.8955,0.5007,0.1908,3.01,-4.90,-3.29
0.0512,0.8965,0.5046,0.1913,3.57,-4.34,-1.68
0.0527,0.8974,0.4992,0.1893,3.15,-4.62,-3.22
0.0543,0.8989,0.4978,0.1903,3.57,-4.62,-2.03
0.0543,0.8960,0.5007,0.1889,3.29,-4.55,-3.01
0.0544,0.8945,0.4978,0.1874,3.92,-5.46,-2.80
